Date,Open,High,Low,Close,Volume,Currency
2021-06-01,9.901262283325195,9.914097785949707,2.7609429359436035,3.2385458946228027,124033113,USD
2021-06-02,3.234800100326538,4.356409072875977,2.8545219898223877,4.054571151733398,56871576,USD
2021-06-03,4.064283847808838,5.449635028839111,3.7257111072540283,4.558349132537842,92089334,USD
2021-06-04,4.559070110321045,4.559505939483643,3.5850729942321777,3.807694911956787,54197406,USD
2021-06-05,3.8048510551452637,4.035881996154785,3.3625030517578125,3.461880922317505,26958813,USD
2021-06-06,3.4661478996276855,3.6697349548339844,3.3576409816741943,3.4471139907836914,15429035,USD
2021-06-07,3.450850009918213,3.9226338863372803,3.217768907546997,3.220992088317871,32005829,USD
2021-06-08,3.2357900142669678,3.326324939727783,2.6511011123657227,2.975739002227783,32271335,USD
2021-06-09,2.975511074066162,3.1563351154327393,2.8026070594787598,3.076915979385376,22756270,USD
2021-06-10,3.069520950317383,3.0764360427856445,2.618030071258545,2.644821882247925,19056416,USD
2021-06-11,2.655848979949951,2.9268710613250732,2.4726040363311768,2.4775960445404053,15186774,USD
2021-06-12,2.477602958679199,2.484376907348633,2.116974115371704,2.2890870571136475,18649528,USD
2021-06-13,2.289062976837158,2.941396951675415,2.2657980918884277,2.847438097000122,17143223,USD
2021-06-14,2.8474280834198,3.064289093017578,2.6773428916931152,2.8349039554595947,19006746,USD
2021-06-15,2.8509650230407715,2.9141740798950195,2.624763011932373,2.784221887588501,16518356,USD
2021-06-16,2.6995129585266113,2.711275100708008,2.3755030632019043,2.4323229789733887,15780213,USD
2021-06-17,2.432086944580078,2.6212289333343506,2.288810968399048,2.3111650943756104,14761953,USD
2021-06-18,2.3076140880584717,2.341115951538086,2.114927053451538,2.237205982208252,26901294,USD
2021-06-19,2.23773193359375,2.2547409534454346,2.0678329467773438,2.073673963546753,22345287,USD
2021-06-20,2.0734379291534424,2.1515328884124756,1.813655972480774,2.0207250118255615,32770334,USD
