ds,yhat30,symbol
2022-02-05,20.88154411315918,KuCoin Token
2022-02-06,20.379186630249023,KuCoin Token
2022-02-07,20.109678268432617,KuCoin Token
2022-02-08,20.16355323791504,KuCoin Token
2022-02-09,20.110971450805664,KuCoin Token
2022-02-10,19.90753173828125,KuCoin Token
2022-02-11,20.619373321533203,KuCoin Token
2022-02-12,20.713830947875977,KuCoin Token
2022-02-13,20.42240333557129,KuCoin Token
2022-02-14,20.990530014038086,KuCoin Token
2022-02-15,21.207603454589844,KuCoin Token
2022-02-16,21.802494049072266,KuCoin Token
2022-02-17,21.34063148498535,KuCoin Token
2022-02-18,21.164011001586914,KuCoin Token
2022-02-19,21.01282501220703,KuCoin Token
2022-02-20,20.121910095214844,KuCoin Token
2022-02-21,18.930103302001953,KuCoin Token
2022-02-22,18.912857055664062,KuCoin Token
2022-02-23,19.16102409362793,KuCoin Token
2022-02-24,19.032197952270508,KuCoin Token
2022-02-25,19.52562713623047,KuCoin Token
2022-02-26,19.913328170776367,KuCoin Token
2022-02-27,20.578811645507812,KuCoin Token
2022-02-28,20.71278190612793,KuCoin Token
2022-03-01,20.692344665527344,KuCoin Token
2022-03-02,20.963987350463867,KuCoin Token
2022-03-03,21.622045516967773,KuCoin Token
