ds,yhat30,symbol
2022-02-05,7.527132511138916,THORChain
2022-02-06,6.8166184425354,THORChain
2022-02-07,6.80839204788208,THORChain
2022-02-08,6.811363697052002,THORChain
2022-02-09,5.769445896148682,THORChain
2022-02-10,6.450528144836426,THORChain
2022-02-11,6.711309432983398,THORChain
2022-02-12,6.378211498260498,THORChain
2022-02-13,6.982215881347656,THORChain
2022-02-14,6.58828067779541,THORChain
2022-02-15,7.040097713470459,THORChain
2022-02-16,6.758665084838867,THORChain
2022-02-17,6.216797351837158,THORChain
2022-02-18,6.55757999420166,THORChain
2022-02-19,5.779134273529053,THORChain
2022-02-20,5.1635613441467285,THORChain
2022-02-21,5.0960516929626465,THORChain
2022-02-22,4.303642272949219,THORChain
2022-02-23,4.626941204071045,THORChain
2022-02-24,5.259899139404297,THORChain
2022-02-25,4.803136825561523,THORChain
2022-02-26,5.561753273010254,THORChain
2022-02-27,5.763762950897217,THORChain
2022-02-28,5.53262186050415,THORChain
2022-03-01,5.606405258178711,THORChain
2022-03-02,5.633646488189697,THORChain
2022-03-03,5.861964702606201,THORChain
