ds,yhat30,symbol
2022-02-05,1.3579962253570557,Klaytn
2022-02-06,1.3494027853012085,Klaytn
2022-02-07,1.3214263916015625,Klaytn
2022-02-08,1.3113365173339844,Klaytn
2022-02-09,1.2205865383148193,Klaytn
2022-02-10,1.1502405405044556,Klaytn
2022-02-11,1.270281434059143,Klaytn
2022-02-12,1.2757081985473633,Klaytn
2022-02-13,1.3810930252075195,Klaytn
2022-02-14,1.4012051820755005,Klaytn
2022-02-15,1.354353427886963,Klaytn
2022-02-16,1.38010835647583,Klaytn
2022-02-17,1.3235926628112793,Klaytn
2022-02-18,1.2719465494155884,Klaytn
2022-02-19,1.2596659660339355,Klaytn
2022-02-20,1.2156181335449219,Klaytn
2022-02-21,1.1975898742675781,Klaytn
2022-02-22,1.171947956085205,Klaytn
2022-02-23,1.1862235069274902,Klaytn
2022-02-24,1.2958062887191772,Klaytn
2022-02-25,1.2456730604171753,Klaytn
2022-02-26,1.0558829307556152,Klaytn
2022-02-27,1.0909663438796997,Klaytn
2022-02-28,1.1518820524215698,Klaytn
2022-03-01,1.214339017868042,Klaytn
2022-03-02,1.2183490991592407,Klaytn
2022-03-03,1.1710673570632935,Klaytn
