ds,yhat30,symbol
2022-02-05,0.07772453129291534,NEM
2022-02-06,0.07336471974849701,NEM
2022-02-07,0.07079385221004486,NEM
2022-02-08,0.06725767254829407,NEM
2022-02-09,0.06385163217782974,NEM
2022-02-10,0.06376491487026215,NEM
2022-02-11,0.06438323855400085,NEM
2022-02-12,0.06638651341199875,NEM
2022-02-13,0.0694471225142479,NEM
2022-02-14,0.07042667269706726,NEM
2022-02-15,0.06965120136737823,NEM
2022-02-16,0.06531838327646255,NEM
2022-02-17,0.06364233046770096,NEM
2022-02-18,0.06141720712184906,NEM
2022-02-19,0.06280052661895752,NEM
2022-02-20,0.05471865087747574,NEM
2022-02-21,0.05421861261129379,NEM
2022-02-22,0.05154244601726532,NEM
2022-02-23,0.05213882401585579,NEM
2022-02-24,0.0537484735250473,NEM
2022-02-25,0.055371735244989395,NEM
2022-02-26,0.052348725497722626,NEM
2022-02-27,0.054754532873630524,NEM
2022-02-28,0.06129845604300499,NEM
2022-03-01,0.05686449632048607,NEM
2022-03-02,0.05238748714327812,NEM
2022-03-03,0.05163814127445221,NEM
