ds,yhat30,symbol
2022-02-04,45952.734375,bitcoin
2022-02-05,44897.1328125,bitcoin
2022-02-06,43274.16015625,bitcoin
2022-02-07,43012.79296875,bitcoin
2022-02-08,42626.5,bitcoin
2022-02-09,41957.609375,bitcoin
2022-02-10,42257.9375,bitcoin
2022-02-11,43505.52734375,bitcoin
2022-02-12,43751.953125,bitcoin
2022-02-13,43310.59375,bitcoin
2022-02-14,44368.90625,bitcoin
2022-02-15,45019.23046875,bitcoin
2022-02-16,44442.80859375,bitcoin
2022-02-17,43350.28125,bitcoin
2022-02-18,42832.77734375,bitcoin
2022-02-19,42666.5078125,bitcoin
2022-02-20,38822.0625,bitcoin
2022-02-21,35998.11328125,bitcoin
2022-02-22,36846.71484375,bitcoin
2022-02-23,38797.1640625,bitcoin
2022-02-24,39028.59765625,bitcoin
2022-02-25,38572.7109375,bitcoin
2022-02-26,39807.44140625,bitcoin
2022-02-27,41872.77734375,bitcoin
2022-02-28,40542.34375,bitcoin
2022-03-01,39569.78515625,bitcoin
2022-03-02,40649.44921875,bitcoin
