ds,yhat30,symbol
2022-02-05,28311.662109375,yearn.finance
2022-02-06,30064.4921875,yearn.finance
2022-02-07,28959.689453125,yearn.finance
2022-02-08,29059.716796875,yearn.finance
2022-02-09,26178.173828125,yearn.finance
2022-02-10,27917.275390625,yearn.finance
2022-02-11,29790.798828125,yearn.finance
2022-02-12,27185.13671875,yearn.finance
2022-02-13,27726.30078125,yearn.finance
2022-02-14,26367.8984375,yearn.finance
2022-02-15,26932.609375,yearn.finance
2022-02-16,28239.376953125,yearn.finance
2022-02-17,24384.595703125,yearn.finance
2022-02-18,25178.302734375,yearn.finance
2022-02-19,27837.666015625,yearn.finance
2022-02-20,27928.166015625,yearn.finance
2022-02-21,26740.3515625,yearn.finance
2022-02-22,23660.5390625,yearn.finance
2022-02-23,24284.228515625,yearn.finance
2022-02-24,27091.955078125,yearn.finance
2022-02-25,26345.34765625,yearn.finance
2022-02-26,23156.28515625,yearn.finance
2022-02-27,25299.25,yearn.finance
2022-02-28,26786.02734375,yearn.finance
2022-03-01,26845.482421875,yearn.finance
2022-03-02,25191.34765625,yearn.finance
2022-03-03,24079.056640625,yearn.finance
