ds,yhat30,symbol
2022-02-05,2160.6015625,Maker
2022-02-06,2103.61767578125,Maker
2022-02-07,2061.63330078125,Maker
2022-02-08,2031.5614013671875,Maker
2022-02-09,1953.552001953125,Maker
2022-02-10,2014.5115966796875,Maker
2022-02-11,2103.109619140625,Maker
2022-02-12,2123.20751953125,Maker
2022-02-13,2133.30908203125,Maker
2022-02-14,2243.876220703125,Maker
2022-02-15,2228.34375,Maker
2022-02-16,2179.451171875,Maker
2022-02-17,2105.603515625,Maker
2022-02-18,2045.355224609375,Maker
2022-02-19,2058.644775390625,Maker
2022-02-20,1943.49609375,Maker
2022-02-21,1920.791748046875,Maker
2022-02-22,1981.2684326171875,Maker
2022-02-23,2016.2158203125,Maker
2022-02-24,2052.164306640625,Maker
2022-02-25,1896.788818359375,Maker
2022-02-26,1960.2777099609375,Maker
2022-02-27,2103.68408203125,Maker
2022-02-28,2064.818603515625,Maker
2022-03-01,2044.875,Maker
2022-03-02,2173.735595703125,Maker
2022-03-03,2277.934814453125,Maker
