ds,yhat30,symbol
2022-02-04,0.8997024893760681,xrp
2022-02-05,0.8981937766075134,xrp
2022-02-06,0.8950236439704895,xrp
2022-02-07,0.8627916574478149,xrp
2022-02-08,0.9022533297538757,xrp
2022-02-09,0.8919254541397095,xrp
2022-02-10,0.9282088279724121,xrp
2022-02-11,0.9480996131896973,xrp
2022-02-12,0.9503676295280457,xrp
2022-02-13,0.9609613418579102,xrp
2022-02-14,0.9560878872871399,xrp
2022-02-15,0.9357296824455261,xrp
2022-02-16,0.9130538105964661,xrp
2022-02-17,0.8941037058830261,xrp
2022-02-18,0.8944341540336609,xrp
2022-02-19,0.8869644403457642,xrp
2022-02-20,0.8478405475616455,xrp
2022-02-21,0.8034744262695312,xrp
2022-02-22,0.8440626859664917,xrp
2022-02-23,0.8468718528747559,xrp
2022-02-24,0.8551695942878723,xrp
2022-02-25,0.8755983114242554,xrp
2022-02-26,0.8596739768981934,xrp
2022-02-27,0.8720046877861023,xrp
2022-02-28,0.8646436333656311,xrp
2022-03-01,0.8684398531913757,xrp
2022-03-02,0.8733895421028137,xrp
