ds,yhat30,symbol
2022-02-05,4.994370937347412,The Sandbox
2022-02-06,5.097695827484131,The Sandbox
2022-02-07,4.128704071044922,The Sandbox
2022-02-08,4.886648654937744,The Sandbox
2022-02-09,4.576076984405518,The Sandbox
2022-02-10,4.366337776184082,The Sandbox
2022-02-11,4.453546524047852,The Sandbox
2022-02-12,4.757701873779297,The Sandbox
2022-02-13,4.594017028808594,The Sandbox
2022-02-14,4.652994155883789,The Sandbox
2022-02-15,4.757124900817871,The Sandbox
2022-02-16,4.924175262451172,The Sandbox
2022-02-17,5.027796268463135,The Sandbox
2022-02-18,4.637728691101074,The Sandbox
2022-02-19,4.412622928619385,The Sandbox
2022-02-20,4.716141223907471,The Sandbox
2022-02-21,4.283801078796387,The Sandbox
2022-02-22,4.378308296203613,The Sandbox
2022-02-23,4.301174640655518,The Sandbox
2022-02-24,4.1997270584106445,The Sandbox
2022-02-25,4.701560974121094,The Sandbox
2022-02-26,4.705924034118652,The Sandbox
2022-02-27,4.455902576446533,The Sandbox
2022-02-28,4.921450614929199,The Sandbox
2022-03-01,5.136524200439453,The Sandbox
2022-03-02,5.156064033508301,The Sandbox
2022-03-03,5.12696647644043,The Sandbox
