ds,yhat30,symbol
2022-02-05,3.7902486324310303,Theta Network
2022-02-06,3.759136915206909,Theta Network
2022-02-07,3.4803497791290283,Theta Network
2022-02-08,3.434427261352539,Theta Network
2022-02-09,3.341620445251465,Theta Network
2022-02-10,3.3114664554595947,Theta Network
2022-02-11,3.659393310546875,Theta Network
2022-02-12,3.5968446731567383,Theta Network
2022-02-13,3.363774299621582,Theta Network
2022-02-14,3.5502870082855225,Theta Network
2022-02-15,3.512380361557007,Theta Network
2022-02-16,3.3558592796325684,Theta Network
2022-02-17,3.630126714706421,Theta Network
2022-02-18,3.69637131690979,Theta Network
2022-02-19,3.6154019832611084,Theta Network
2022-02-20,3.109804391860962,Theta Network
2022-02-21,2.430769681930542,Theta Network
2022-02-22,2.7661776542663574,Theta Network
2022-02-23,2.571815013885498,Theta Network
2022-02-24,2.4079079627990723,Theta Network
2022-02-25,2.565159559249878,Theta Network
2022-02-26,2.6946208477020264,Theta Network
2022-02-27,2.785755157470703,Theta Network
2022-02-28,2.686235189437866,Theta Network
2022-03-01,2.6940200328826904,Theta Network
2022-03-02,2.6482090950012207,Theta Network
2022-03-03,2.9356191158294678,Theta Network
