ds,yhat30,symbol
2022-02-05,195.81838989257812,Monero
2022-02-06,193.51373291015625,Monero
2022-02-07,187.83468627929688,Monero
2022-02-08,182.27297973632812,Monero
2022-02-09,187.55487060546875,Monero
2022-02-10,189.91058349609375,Monero
2022-02-11,188.80184936523438,Monero
2022-02-12,203.60177612304688,Monero
2022-02-13,208.05221557617188,Monero
2022-02-14,206.78909301757812,Monero
2022-02-15,205.07986450195312,Monero
2022-02-16,194.54965209960938,Monero
2022-02-17,196.91860961914062,Monero
2022-02-18,190.53439331054688,Monero
2022-02-19,189.18524169921875,Monero
2022-02-20,189.4991455078125,Monero
2022-02-21,177.14306640625,Monero
2022-02-22,172.8104248046875,Monero
2022-02-23,171.89886474609375,Monero
2022-02-24,173.29779052734375,Monero
2022-02-25,171.73211669921875,Monero
2022-02-26,168.49960327148438,Monero
2022-02-27,177.37698364257812,Monero
2022-02-28,170.27609252929688,Monero
2022-03-01,169.04583740234375,Monero
2022-03-02,172.7674560546875,Monero
2022-03-03,170.4979248046875,Monero
