ds,yhat30,symbol
2022-02-05,2.4174177646636963,Nexo
2022-02-06,2.1734540462493896,Nexo
2022-02-07,1.897194504737854,Nexo
2022-02-08,1.871671438217163,Nexo
2022-02-09,1.8015960454940796,Nexo
2022-02-10,1.9642850160598755,Nexo
2022-02-11,2.182175397872925,Nexo
2022-02-12,2.215768575668335,Nexo
2022-02-13,2.311321973800659,Nexo
2022-02-14,2.29988694190979,Nexo
2022-02-15,2.2769417762756348,Nexo
2022-02-16,2.231900930404663,Nexo
2022-02-17,2.1927623748779297,Nexo
2022-02-18,2.1216788291931152,Nexo
2022-02-19,2.1517558097839355,Nexo
2022-02-20,1.9225794076919556,Nexo
2022-02-21,1.8530235290527344,Nexo
2022-02-22,1.9057773351669312,Nexo
2022-02-23,1.7665553092956543,Nexo
2022-02-24,1.823408603668213,Nexo
2022-02-25,1.8133139610290527,Nexo
2022-02-26,1.7819290161132812,Nexo
2022-02-27,1.7720067501068115,Nexo
2022-02-28,1.760477900505066,Nexo
2022-03-01,1.9023970365524292,Nexo
2022-03-02,2.081623077392578,Nexo
2022-03-03,2.0419657230377197,Nexo
