ds,yhat30,symbol
2022-02-04,0.06431905925273895,vechain
2022-02-05,0.07828817516565323,vechain
2022-02-06,0.06621792167425156,vechain
2022-02-07,0.06620839983224869,vechain
2022-02-08,0.055718980729579926,vechain
2022-02-09,0.056362707167863846,vechain
2022-02-10,0.06193951144814491,vechain
2022-02-11,0.062409404665231705,vechain
2022-02-12,0.07085619866847992,vechain
2022-02-13,0.06265196949243546,vechain
2022-02-14,0.06581734865903854,vechain
2022-02-15,0.057179611176252365,vechain
2022-02-16,0.06120070070028305,vechain
2022-02-17,0.060186102986335754,vechain
2022-02-18,0.05605633184313774,vechain
2022-02-19,0.06135888025164604,vechain
2022-02-20,0.04554826393723488,vechain
2022-02-21,0.04398983716964722,vechain
2022-02-22,0.034769535064697266,vechain
2022-02-23,0.04197539761662483,vechain
2022-02-24,0.045683976262807846,vechain
2022-02-25,0.04474050551652908,vechain
2022-02-26,0.054022785276174545,vechain
2022-02-27,0.046852000057697296,vechain
2022-02-28,0.049423716962337494,vechain
2022-03-01,0.03886064141988754,vechain
2022-03-02,0.046886757016181946,vechain
