ds,yhat30,symbol
2022-02-04,3.0843777656555176,fantom
2022-02-05,2.943782091140747,fantom
2022-02-06,3.0846378803253174,fantom
2022-02-07,2.7759671211242676,fantom
2022-02-08,2.8832180500030518,fantom
2022-02-09,2.6292457580566406,fantom
2022-02-10,2.691667079925537,fantom
2022-02-11,2.623701810836792,fantom
2022-02-12,2.8995094299316406,fantom
2022-02-13,2.882598638534546,fantom
2022-02-14,3.1832692623138428,fantom
2022-02-15,3.165275812149048,fantom
2022-02-16,3.2561416625976562,fantom
2022-02-17,2.9112815856933594,fantom
2022-02-18,3.133283853530884,fantom
2022-02-19,3.085409641265869,fantom
2022-02-20,2.9999210834503174,fantom
2022-02-21,2.8329033851623535,fantom
2022-02-22,2.568464756011963,fantom
2022-02-23,2.7265610694885254,fantom
2022-02-24,2.362900733947754,fantom
2022-02-25,2.643430471420288,fantom
2022-02-26,2.642883062362671,fantom
2022-02-27,2.849604606628418,fantom
2022-02-28,2.740938901901245,fantom
2022-03-01,2.648010492324829,fantom
2022-03-02,2.7818164825439453,fantom
