ds,yhat30,symbol
2022-02-05,2.7277435947326012e-05,SHIBA INU
2022-02-06,2.7339894586475566e-05,SHIBA INU
2022-02-07,2.7208890969632193e-05,SHIBA INU
2022-02-08,2.7629583200905472e-05,SHIBA INU
2022-02-09,2.595253499748651e-05,SHIBA INU
2022-02-10,2.4367223886656575e-05,SHIBA INU
2022-02-11,2.7321604648022912e-05,SHIBA INU
2022-02-12,2.7845570002682507e-05,SHIBA INU
2022-02-13,2.5197094146278687e-05,SHIBA INU
2022-02-14,2.633672374940943e-05,SHIBA INU
2022-02-15,2.673623021109961e-05,SHIBA INU
2022-02-16,2.6946614525513723e-05,SHIBA INU
2022-02-17,2.5567816919647157e-05,SHIBA INU
2022-02-18,2.527475771785248e-05,SHIBA INU
2022-02-19,2.541117646615021e-05,SHIBA INU
2022-02-20,2.3505765057052486e-05,SHIBA INU
2022-02-21,2.128594678652007e-05,SHIBA INU
2022-02-22,2.358367055421695e-05,SHIBA INU
2022-02-23,2.356917320867069e-05,SHIBA INU
2022-02-24,2.1511777958949097e-05,SHIBA INU
2022-02-25,2.2592170353163965e-05,SHIBA INU
2022-02-26,2.1646017557941377e-05,SHIBA INU
2022-02-27,2.2780181097914465e-05,SHIBA INU
2022-02-28,2.502507959434297e-05,SHIBA INU
2022-03-01,2.3587446776218712e-05,SHIBA INU
2022-03-02,2.2194300981936976e-05,SHIBA INU
2022-03-03,2.3382610379485413e-05,SHIBA INU
