ds,yhat30,symbol
2022-02-04,376.240966796875,bitcoin cash
2022-02-05,372.0870666503906,bitcoin cash
2022-02-06,369.3492126464844,bitcoin cash
2022-02-07,352.72320556640625,bitcoin cash
2022-02-08,344.83917236328125,bitcoin cash
2022-02-09,355.4109191894531,bitcoin cash
2022-02-10,339.57818603515625,bitcoin cash
2022-02-11,357.6268005371094,bitcoin cash
2022-02-12,365.2176513671875,bitcoin cash
2022-02-13,362.25048828125,bitcoin cash
2022-02-14,367.1088562011719,bitcoin cash
2022-02-15,357.7713623046875,bitcoin cash
2022-02-16,352.1852111816406,bitcoin cash
2022-02-17,342.7003173828125,bitcoin cash
2022-02-18,335.06121826171875,bitcoin cash
2022-02-19,342.3379211425781,bitcoin cash
2022-02-20,318.83642578125,bitcoin cash
2022-02-21,297.6280517578125,bitcoin cash
2022-02-22,303.0540771484375,bitcoin cash
2022-02-23,303.4650573730469,bitcoin cash
2022-02-24,297.7094421386719,bitcoin cash
2022-02-25,307.436279296875,bitcoin cash
2022-02-26,312.1824951171875,bitcoin cash
2022-02-27,314.16571044921875,bitcoin cash
2022-02-28,312.2920837402344,bitcoin cash
2022-03-01,300.5982360839844,bitcoin cash
2022-03-02,292.59808349609375,bitcoin cash
