ds,yhat30,symbol
2022-02-05,44846.11328125,Bitcoin BEP2
2022-02-06,44856.81640625,Bitcoin BEP2
2022-02-07,44970.734375,Bitcoin BEP2
2022-02-08,44751.8828125,Bitcoin BEP2
2022-02-09,44928.59765625,Bitcoin BEP2
2022-02-10,44652.39453125,Bitcoin BEP2
2022-02-11,44687.30078125,Bitcoin BEP2
2022-02-12,44762.5,Bitcoin BEP2
2022-02-13,44701.515625,Bitcoin BEP2
2022-02-14,44791.26953125,Bitcoin BEP2
2022-02-15,44572.421875,Bitcoin BEP2
2022-02-16,44749.13671875,Bitcoin BEP2
2022-02-17,44472.93359375,Bitcoin BEP2
2022-02-18,41864.6796875,Bitcoin BEP2
2022-02-19,40269.60546875,Bitcoin BEP2
2022-02-20,36607.68359375,Bitcoin BEP2
2022-02-21,35543.23046875,Bitcoin BEP2
2022-02-22,33543.140625,Bitcoin BEP2
2022-02-23,34919.296875,Bitcoin BEP2
2022-02-24,35161.03515625,Bitcoin BEP2
2022-02-25,34029.3203125,Bitcoin BEP2
2022-02-26,34468.890625,Bitcoin BEP2
2022-02-27,33283.26953125,Bitcoin BEP2
2022-02-28,32857.58203125,Bitcoin BEP2
2022-03-01,32967.09765625,Bitcoin BEP2
2022-03-02,35117.078125,Bitcoin BEP2
2022-03-03,35104.09375,Bitcoin BEP2
