ds,yhat30,symbol
2022-02-05,6.662803934887052e-05,eCash
2022-02-06,5.886654616915621e-05,eCash
2022-02-07,5.126003816258162e-05,eCash
2022-02-08,4.637658275896683e-05,eCash
2022-02-09,4.49488106823992e-05,eCash
2022-02-10,5.356172550818883e-05,eCash
2022-02-11,5.154532482265495e-05,eCash
2022-02-12,5.541103018913418e-05,eCash
2022-02-13,5.71092423342634e-05,eCash
2022-02-14,4.953937968821265e-05,eCash
2022-02-15,5.125278767081909e-05,eCash
2022-02-16,4.680403071688488e-05,eCash
2022-02-17,4.4194857764523476e-05,eCash
2022-02-18,4.550463199848309e-05,eCash
2022-02-19,4.369553062133491e-05,eCash
2022-02-20,3.901918535120785e-05,eCash
2022-02-21,2.9137810997781344e-05,eCash
2022-02-22,2.8512666176538914e-05,eCash
2022-02-23,2.9352035198826343e-05,eCash
2022-02-24,2.8394391847541556e-05,eCash
2022-02-25,2.7799713279819116e-05,eCash
2022-02-26,3.2164833100978285e-05,eCash
2022-02-27,3.314732384751551e-05,eCash
2022-02-28,1.8522905520512722e-05,eCash
2022-03-01,1.5405497833853588e-05,eCash
2022-03-02,1.932766826939769e-05,eCash
2022-03-03,1.798450648493599e-05,eCash
