Date,Open,High,Low,Close,Volume,Currency
2017-10-12,0.284,0.284,0.201,0.259,6172,USD
2017-10-13,0.259,0.5,0.154,0.198,35899,USD
2017-10-14,0.198,0.403,0.193,0.244,155682,USD
2017-10-15,0.244,0.244,0.207,0.207,664,USD
2017-10-16,0.207,0.277,0.207,0.211,3613,USD
2017-10-17,0.211,0.25,0.209,0.224,104247,USD
2017-10-18,0.224,0.436,0.176,0.278,139207,USD
2017-10-19,0.278,0.365,0.234,0.251,82328,USD
2017-10-20,0.251,0.388,0.211,0.226,28431,USD
2017-10-21,0.226,0.24,0.213,0.229,42736,USD
2017-10-22,0.229,0.229,0.211,0.214,16281,USD
2017-10-23,0.214,0.342,0.152,0.237,3118630,USD
2017-10-24,0.237,0.299,0.231,0.244,3346499,USD
2017-10-25,0.244,0.269,0.209,0.226,2541294,USD
2017-10-26,0.226,0.255,0.209,0.217,1972156,USD
2017-10-27,0.217,0.237,0.195,0.204,1575418,USD
2017-10-28,0.204,0.23,0.193,0.193,398666,USD
2017-10-29,0.193,0.223,0.19,0.195,141701,USD
2017-10-30,0.195,0.248,0.195,0.217,1185241,USD
2017-10-31,0.217,0.236,0.207,0.212,1353526,USD
2017-11-01,0.212,0.227,0.17,0.184,1758445,USD
2017-11-02,0.184,0.224,0.16,0.178,5096423,USD
2017-11-03,0.178,0.2,0.13,0.152,2519230,USD
2017-11-04,0.152,0.23,0.14,0.205,1614265,USD
2017-11-05,0.205,0.219,0.153,0.212,333947,USD
2017-11-06,0.212,0.265,0.156,0.239,2338486,USD
2017-11-07,0.239,0.253,0.2,0.247,1372885,USD
2017-11-08,0.247,0.286,0.212,0.277,2998247,USD
2017-11-09,0.277,0.287,0.236,0.266,1382492,USD
2017-11-10,0.266,0.288,0.216,0.237,1266613,USD
2017-11-11,0.237,0.288,0.216,0.227,1621993,USD
2017-11-12,0.227,0.284,0.198,0.206,5151470,USD
2017-11-13,0.206,0.24,0.169,0.218,1622479,USD
2017-11-14,0.218,0.243,0.18,0.234,1541900,USD
2017-11-15,0.234,0.264,0.206,0.261,1776751,USD
2017-11-16,0.261,0.347,0.246,0.281,3591783,USD
2017-11-17,0.281,0.317,0.238,0.255,2133524,USD
2017-11-18,0.255,0.301,0.244,0.264,980440,USD
2017-11-19,0.264,0.299,0.239,0.246,964937,USD
2017-11-20,0.246,0.3,0.239,0.266,1027777,USD
2017-11-21,0.266,0.294,0.24,0.266,1042486,USD
2017-11-22,0.266,0.279,0.248,0.263,919139,USD
2017-11-23,0.263,0.288,0.242,0.246,2795261,USD
2017-11-24,0.246,0.28,0.223,0.258,1968818,USD
2017-11-25,0.258,0.299,0.241,0.255,817760,USD
2017-11-26,0.255,0.292,0.24,0.244,377201,USD
2017-11-27,0.244,0.269,0.23,0.232,178799,USD
2017-11-28,0.232,0.294,0.232,0.271,428668,USD
2017-11-29,0.271,0.297,0.215,0.231,398617,USD
2017-11-30,0.231,0.26,0.215,0.25,388103,USD
2017-12-01,0.25,0.4,0.22,0.325,343829,USD
2017-12-02,0.325,0.333,0.301,0.312,173243,USD
2017-12-03,0.312,0.487,0.312,0.445,541550,USD
2017-12-04,0.445,0.63,0.372,0.517,609136,USD
2017-12-05,0.517,0.839,0.425,0.795,930690,USD
2017-12-06,0.795,0.88,0.529,0.567,436234,USD
2017-12-07,0.567,0.629,0.405,0.57,300753,USD
2017-12-08,0.57,0.88,0.421,0.548,628463,USD
2017-12-09,0.548,0.699,0.485,0.546,332019,USD
2017-12-10,0.546,0.55,0.423,0.461,1171503,USD
2017-12-11,0.461,0.57,0.444,0.566,1089515,USD
2017-12-12,0.566,0.593,0.527,0.572,788162,USD
2017-12-13,0.572,0.572,0.485,0.536,1035779,USD
2017-12-14,0.536,0.75,0.492,0.66,1489882,USD
2017-12-15,0.66,0.973,0.55,0.844,1661456,USD
2017-12-16,0.844,0.944,0.741,0.903,503334,USD
2017-12-17,0.903,1.3,0.836,1.28,741182,USD
2017-12-18,1.28,5.0,1.13,1.7,2152591,USD
2017-12-19,1.7,2.1,1.32,1.34,1832528,USD
2017-12-20,1.34,1.58,1.0,1.4,1344535,USD
2017-12-21,1.4,1.59,1.33,1.52,473380,USD
2017-12-22,1.52,1.57,0.93,1.29,483586,USD
2017-12-23,1.29,1.58,1.2,1.4,177584,USD
2017-12-24,1.4,1.4,1.07,1.28,70859,USD
2017-12-25,1.28,1.38,1.07,1.35,249059,USD
2017-12-26,1.35,1.49,1.2,1.41,477495,USD
2017-12-27,1.41,2.99,1.4,1.99,1686485,USD
2017-12-28,1.99,2.17,1.6,1.94,956075,USD
2017-12-29,1.94,2.89,1.81,2.31,1174063,USD
2017-12-30,2.31,2.54,1.9,2.06,900671,USD
2017-12-31,2.06,2.55,1.92,2.29,568199,USD
2018-01-01,2.29,2.48,2.16,2.44,326560,USD
2018-01-02,2.44,2.7,2.27,2.63,698528,USD
2018-01-03,2.63,4.0,2.57,3.72,879547,USD
2018-01-04,3.72,4.23,3.0,3.91,791937,USD
2018-01-05,3.91,4.85,3.09,3.67,829084,USD
2018-01-06,3.67,5.9,3.37,5.08,886059,USD
2018-01-07,5.08,6.1,4.11,4.54,1503943,USD
2018-01-08,4.54,4.95,3.51,4.26,563663,USD
2018-01-09,4.26,5.0,4.1,4.8,189896,USD
2018-01-10,4.8,7.3,4.0,6.6,924907,USD
2018-01-11,6.6,7.9,4.8,6.47,1175699,USD
2018-01-12,6.47,7.29,5.5,6.3,426368,USD
2018-01-13,6.3,6.9,5.2,5.81,664816,USD
2018-01-14,5.81,7.6,5.21,6.06,662159,USD
2018-01-15,6.06,6.33,5.34,6.06,260626,USD
2018-01-16,6.06,6.34,3.72,5.0,761870,USD
2018-01-17,4.827,5.391,3.5,5.001,588335,USD
2018-01-18,5.001,6.284,4.434,5.427,618840,USD
2018-01-19,5.427,6.196,5.054,5.944,273245,USD
2018-01-20,5.944,8.453,5.813,8.071,707292,USD
2018-01-21,8.071,8.492,6.7,8.104,495720,USD
2018-01-22,7.917,9.7,7.406,8.168,1142408,USD
2018-01-23,8.168,8.75,6.7,7.75,696114,USD
2018-01-24,7.623,8.803,7.338,7.9,540124,USD
