Date,Open,High,Low,Close,Volume,Currency
2020-03-30,0.09193699806928635,0.11312700062990189,0.09178300201892853,0.11270199716091156,391961,USD
2020-03-31,0.11262299865484238,0.12033499777317047,0.1120230033993721,0.11650600284337997,288657,USD
2020-04-01,0.11650600284337997,0.11768099665641785,0.10636600106954575,0.11141899973154068,242973,USD
2020-04-02,0.11182600259780884,0.17775100469589233,0.09589999914169312,0.1158130019903183,374256,USD
2020-04-03,0.1160150021314621,0.11675900220870972,0.1120849996805191,0.11394400149583817,192120,USD
2020-04-04,0.11397899687290192,0.12055599689483643,0.11293800175189972,0.12000200152397156,197475,USD
2020-04-05,0.1200530007481575,0.12277600169181824,0.11841899901628494,0.12007299810647964,214818,USD
2020-04-06,0.12007299810647964,0.12916199862957,0.1197500005364418,0.12240999937057495,170242,USD
2020-04-07,0.1222739964723587,0.12434200197458267,0.12181399762630463,0.12231100350618362,203829,USD
2020-04-08,0.12243399769067764,0.12353099882602692,0.12013799697160721,0.12082300335168839,218391,USD
2020-04-09,0.12061099708080292,0.12167499959468842,0.11518300324678421,0.11592300236225128,264997,USD
2020-04-10,0.11590199917554855,0.11608900129795074,0.10040099918842316,0.10351800173521042,260966,USD
2020-04-11,0.10351800173521042,0.10423000156879425,0.08122199773788452,0.08550500124692917,265153,USD
2020-04-12,0.08546800166368484,0.09585600346326828,0.08216200023889542,0.08341900259256363,268683,USD
2020-04-13,0.08332200348377228,0.08774500340223312,0.08095499873161316,0.08732900023460388,294237,USD
2020-04-14,0.08732900023460388,0.08762100338935852,0.07945899665355682,0.08513300120830536,249758,USD
2020-04-15,0.08512499928474426,0.08775400370359421,0.08360199630260468,0.08373299986124039,233061,USD
2020-04-16,0.07946799695491791,0.08088400214910507,0.07827500253915787,0.08030799776315689,180770,USD
2020-04-17,0.0802989974617958,0.0805009976029396,0.07900100201368332,0.08016999810934067,148255,USD
2020-04-18,0.08016999810934067,0.086947001516819,0.07904999703168869,0.08237200230360031,263714,USD
2020-04-19,0.08248099684715271,0.08489800244569778,0.07837899774312973,0.08066099882125854,175394,USD
2020-04-20,0.08059799671173096,0.08347500115633011,0.0801749974489212,0.08073999732732773,132272,USD
2020-04-21,0.08072800189256668,0.08161500096321106,0.08021900057792664,0.0804779976606369,89986,USD
2020-04-22,0.08044900000095367,0.08577200025320053,0.07764499634504318,0.08093299716711044,74386,USD
2020-04-23,0.08166299760341644,0.08701600134372711,0.08153299987316132,0.0843459963798523,70925,USD
2020-04-24,0.08431000262498856,0.09024599939584732,0.08093199878931046,0.08619900047779083,66615,USD
2020-04-25,0.08618500083684921,0.08802799880504608,0.08034200221300125,0.08065599948167801,106060,USD
2020-04-26,0.08064399659633636,0.08858300000429153,0.07803600281476974,0.08561500161886215,100889,USD
2020-04-27,0.08563999831676483,0.08703500032424927,0.07248199731111526,0.07421399652957916,91606,USD
2020-04-28,0.0742269977927208,0.07476499676704407,0.06657899916172028,0.06892099976539612,93630,USD
2020-04-29,0.0688759982585907,0.07208900153636932,0.06058400124311447,0.06668300181627274,88792,USD
